2026-02-11 13:49:37 | INFO     | root                                | ======================================================================
2026-02-11 13:49:37 | INFO     | root                                | Logging initialized
2026-02-11 13:49:37 | INFO     | root                                | Log directory: C:\My_practice\Text_transcription\bot_psychologist\logs
2026-02-11 13:49:37 | INFO     | root                                | App log: logs/app/bot.log
2026-02-11 13:49:37 | INFO     | root                                | Retrieval log: logs/retrieval/retrieval.log
2026-02-11 13:49:37 | INFO     | root                                | Error log: logs/error/error.log
2026-02-11 13:49:37 | INFO     | root                                | ======================================================================
2026-02-11 13:49:37 | INFO     | api.main                            | API server starting
2026-02-11 13:49:37 | INFO     | api.main                            | Version: 0.5.0
2026-02-11 13:49:37 | INFO     | api.main                            | Docs: http://localhost:8000/api/docs
2026-02-11 13:49:53 | INFO     | api.main                            | -> OPTIONS /api/v1/users/user_1770619963149_54f65/sessions (key: none)
2026-02-11 13:49:53 | INFO     | api.main                            | -> OPTIONS /api/v1/users/user_1770619963149_54f65/sessions (key: none)
2026-02-11 13:49:53 | INFO     | api.main                            | <- OPTIONS /api/v1/users/user_1770619963149_54f65/sessions | status=200 | 0.001s
2026-02-11 13:49:53 | INFO     | api.main                            | <- OPTIONS /api/v1/users/user_1770619963149_54f65/sessions | status=200 | 0.002s
2026-02-11 13:49:53 | INFO     | api.main                            | -> OPTIONS /api/v1/users/30325bc0-d7d3-4eab-9ccf-88431b90a91a/history (key: none)
2026-02-11 13:49:53 | INFO     | api.main                            | <- OPTIONS /api/v1/users/30325bc0-d7d3-4eab-9ccf-88431b90a91a/history | status=200 | 0.001s
2026-02-11 13:49:53 | INFO     | api.main                            | -> GET /api/v1/users/30325bc0-d7d3-4eab-9ccf-88431b90a91a/history (key: dev-key-00...)
2026-02-11 13:49:53 | INFO     | api.routes                          | рџ“‹ РСЃС‚РѕСЂРёСЏ РґР»СЏ 30325bc0-d7d3-4eab-9ccf-88431b90a91a
2026-02-11 13:49:53 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=30325bc0-d7d3-4eab-9ccf-88431b90a91a
2026-02-11 13:49:53 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=30325bc0-d7d3-4eab-9ccf-88431b90a91a
2026-02-11 13:49:53 | INFO     | bot_agent.conversation_memory       | [MEMORY] load_history start user_id=30325bc0-d7d3-4eab-9ccf-88431b90a91a
2026-02-11 13:49:53 | INFO     | bot_agent.conversation_memory       | [MEMORY] loaded from sqlite turns=6 user_id=30325bc0-d7d3-4eab-9ccf-88431b90a91a
2026-02-11 13:49:53 | INFO     | api.main                            | <- GET /api/v1/users/30325bc0-d7d3-4eab-9ccf-88431b90a91a/history | status=200 | 0.017s
2026-02-11 13:49:56 | INFO     | api.main                            | -> OPTIONS /api/v1/users/user_1770619963149_54f65/sessions (key: none)
2026-02-11 13:49:56 | INFO     | api.main                            | <- OPTIONS /api/v1/users/user_1770619963149_54f65/sessions | status=200 | 0.001s
2026-02-11 13:49:56 | INFO     | api.main                            | -> POST /api/v1/users/user_1770619963149_54f65/sessions (key: dev-key-00...)
2026-02-11 13:49:56 | INFO     | api.main                            | <- POST /api/v1/users/user_1770619963149_54f65/sessions | status=200 | 0.009s
2026-02-11 13:49:56 | INFO     | api.main                            | -> OPTIONS /api/v1/users/c9c23f90-f83a-4cee-b3f6-b7f28f60468b/history (key: none)
2026-02-11 13:49:56 | INFO     | api.main                            | <- OPTIONS /api/v1/users/c9c23f90-f83a-4cee-b3f6-b7f28f60468b/history | status=200 | 0.001s
2026-02-11 13:49:56 | INFO     | api.main                            | -> GET /api/v1/users/c9c23f90-f83a-4cee-b3f6-b7f28f60468b/history (key: dev-key-00...)
2026-02-11 13:49:56 | INFO     | api.routes                          | рџ“‹ РСЃС‚РѕСЂРёСЏ РґР»СЏ c9c23f90-f83a-4cee-b3f6-b7f28f60468b
2026-02-11 13:49:56 | INFO     | bot_agent.conversation_memory       | [CONV_MEMORY] cache_miss user_id=c9c23f90-f83a-4cee-b3f6-b7f28f60468b
2026-02-11 13:49:56 | INFO     | bot_agent.semantic_memory           | [SEMANTIC_MEMORY] cache_miss user_id=c9c23f90-f83a-4cee-b3f6-b7f28f60468b
